#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_connacht_adj;Connachtské;connachtiane;Connachtisch;;Connachtiano;;;;;;;;;x
d_leinster_adj;Leinsterské;leinstérienne;Leinsterisch;;Leinsteriano;;;;;;;;;x
d_munster_adj;Münsterské;munstéroise;Munsterisch;;Munsteriano;;;;;;;;;x
d_ulster_adj;Ulsterské;ulstérienne;Ulsterisch;;Ulsterano;;;;;;;;;x
d_argyll_adj;Argyllské;argyllienne;Argyllisch;;Argylliano;;;;;;;;;x
d_lothian_adj;Lothianské;lothienne;Lothianisch;;Lothiano;;;;;;;;;x
d_galloway_adj;Gallowayské;gallowayane;Gallowayisch;;Gallowayana;;;;;;;;;x
d_northumberland_adj;Northumbrijské;northumbrienne;Northumberlandisch;;Northumberlandés;;;;;;;;;x
d_gelre_adj;Gelrijské;gueldrienne;Gelrisch;;Gelrianés;;;;;;;;;x
d_ryazan_adj;Rjazaòské;riazanaise;Ryasanisch;;Ryazanés;;;;;;;;;x
d_bulgar_adj;Bulharské;bulgare;Bolgarisch;;Búlgaro;;;;;;;;;x
d_mazandaran_adj;Mázandaránské;mazandarani;Masandarisch;;Mazandaraní;;;;;;;;;x
d_moray_adj;Morayské;morayienne;Morayisch;;Morayana;;;;;;;;;x
d_meath_adj;Meathské;meathienne;Meathisch;;Meathiano;;;;;;;;;x
d_deheubarth_adj;Deheubarthské;deheubarthienne;Deheubarthisch;;Deheubarthiano;;;;;;;;;x
d_brunswick_adj;Brunšviské;brunswickienne;Braunschweigsch;;Brunswickiano;;;;;;;;;x
d_dauphine_adj;Dauphinéské;dauphinoise;Dauphinisch;;Dauphiniano;;;;;;;;;x
#d_valois_adj;Valoisaine;valoisienne;Valoisainisch;;Valoisaino;;;;;;;;;x
d_constantine_adj;Konstantinské;constantinienne;Constantinisch;;Constantiniano;;;;;;;;;x
d_abbasid_adj;Abbasidské;abbasside;Abbasidisch;;Abbasido;;;;;;;;;x
d_balearic_adj;Baleárské;baléare;Balearisch;;Balearo;;;;;;;;;x
d_bergen_adj;Bergenské;bergenienne;Bergenisch;;Bergeniano;;;;;;;;;x
d_bordeaux_adj;Bordeauxské;bordelaise;Bordeauisch;;Bordeauxiano;;;;;;;;;x
d_gilan_adj;Gilanijské;gilaniane;Gilanisch;;Gilano;;;;;;;;;x
FE_CREATE_GAME;Vytvoøit hru;Créer une partie;Spiel erstellen;;Crear la Partida;;;;;;;;;x
HOST_DESC;Hostovat hru, ke které se mohou ostatní pøipojit\nJakmile spustíš hostování hry, nebudeš ji moci zmìnit poèáteèní datum èi zmìnit vybranou uloenou hru;Héberger une partie afin que d'autres joueurs puissent la rejoindre.\nVous ne pourrez plus changer de date de départ ou de sauvegarde une fois la partie hébergée.;Spiel hosten damit andere Spieler beitreten können\nNach dem Hosten sind Sie nicht mehr in der Lage, das Startdatum zu ändern oder einen Spielstand zu laden;;Se anfitriión de la partida para que otros se puedan unir\nNo podrás cambiar la fecha de inicio o una partida guardada después de iniciar;;;;;;;;;x
DEATH_BY_MURDER_NO_KILLER;byl zavradìn;a été assassiné[Get_E];wurde ermordet;;fue asesinado;;;;;;;;;x
DEATH_EXECUTION_NO_KILLER;byl popraven;a été exécuté[Get_E];wurde hingerichtet;;fue ejecutado;;;;;;;;;x
DEATH_DUNGEON_NO_KILLER;zemøel ve vìzení;est mort[Get_E] en prison;starb im Gefängnis;;murió en prisión;;;;;;;;;x
DEATH_DUEL_NO_KILLER;padl v boji;est mort[Get_E] dans un combat singulier;unterlag im Duell;;cayó en bravo combate;;;;;;;;;x
EVTOPTB3335;[Root.Liege.GetTitledFirstName] bude v poøádku;[Root.Liege.Get_Le_TitledFirstName] ira bien;[Root.Liege.GetTitledFirstName] wird es gut gehen;;[Root.Liege.GetTitledFirstName] estará bien;;;;;;;;;x
plot_weaken_fellow_vassal_title;Sleduj udìlení [This.GetFullName] novému panovníkovi;Voir le [This.GetFullName] être confié à un nouveau seigneur;Sehen Sie zu, dass der Titel [This.GetFullName] einem neuen Herrscher zugeteilt wird;;Observar como [This.GetFullName] es entreagado a otro gobernante;;;;;;;;;x
plot_weaken_fellow_vassal_desc;Oslab moc [This.Holder.GetTitledName] rozdìlením jeho drav a udìlením [This.GetFullName] jednomu z jeho vazalù.;Affaiblir la source de pouvoir [This.Holder.Get_du_TitledName] en démembrant ses seigneuries et en accordant [This.GetFullName] à l'un de ses vassaux.;Schwächen Sie die Hausmacht von [This.Holder.GetTitledName], indem Sie [This.Holder.GetHerHis]e Besitztümer aufteilen und [This.GetFullName] einem [This.Holder.GetHerHis]er Vasallen zuteilen.;;Debilita el poder de [This.Holder.GetTitledName] dividiendo [This.Holder.GetHerHis] posesiones y entregando el [This.GetFullName] a uno de [This.Holder.GetHerHis] vasallos.;;;;;;;;;x
plot_weaken_fellow_vassal_decision;[Root.GetPlot];[Root.GetPlot];[Root.GetPlot];;[Root.GetPlot];;;;;;;;;x
plot_weaken_fellow_vassal_decision_desc;Uveï spiknutí do pohybu zasláním ultimáta do rukou [Root.PlotTarget.GetTitledName].;Déclencher le complot en envoyant un ultimatum [Root.PlotTarget.Get_au_TitledName];Starten Sie die Verschwörung, indem Sie ein Ultimatum an [Root.PlotTarget.GetTitledName] schicken.;;Impulsar el complot enviando un ultimatum a [Root.PlotTarget.GetTitledName].;;;;;;;;;x
plot_weaken_fellow_vassal_decision_liege;Vyhledat podporu pro spiknutí [Root.TopLiege.GetTitledFirstName].;Solliciter le soutien [Root.TopLiege.Get_du_TitledFirstName].;Versuchen Sie, [Root.TopLiege.GetTitledFirstName] als Mitverschwörer zu gewinnen.;;Obtener el apoyo de [Root.TopLiege.GetTitledFirstName].;;;;;;;;;x
plot_weaken_fellow_vassal_decision_liege_desc;Zasláním dopisu vyhledat podporu pro spiknutí [Root.TopLiege.GetTitledFirstName] ve vìci rozdìlení drav [Root.PlotTarget.GetTitledName]. Pokud [Root.TopLiege.GetTitle] nepodpoøí spiknutí, pravdìpodobnì se to u dvora rozkøikne...;Solliciter par l'envoi d'une lettre le soutien [Root.TopLiege.Get_du_TitledFirstName] vis-à-vis du démembrement des seigneuries [Root.PlotTarget.Get_du_TitledName]. Si, toutefois, [Root.TopLiege.Get_only_le_Title][Root.TopLiege.GetTitle] ne soutient pas notre complot, il est probable qu'il le dénonce...;Versuchen Sie, [Root.TopLiege.GetTitledFirstName] als Mitverschwörer, um die Besitztümer von [Root.PlotTarget.GetTitledName] aufzuteilen, zu gewinnen, indem Sie einen Brief an [Root.TopLiege.GetHerHim] schicken. Wenn der [Root.TopLiege.GetTitle] die Verschwörung nicht unterstützen wird, wird sie wahrscheinlich auffliegen.;;Obtener el apoyo de [Root.TopLiege.GetTitledFirstName] para dividir los territorios de [Root.PlotTarget.GetTitledName] enviando[Root.TopLiege.GetHerHim] una carta. Si el [Root.TopLiege.GetTitle] no lo apoya, será filtrada a la corte...;;;;;;;;;x
EVTDESC7500;Mùj [Root.GetTitle], já i mnozí Tvoji vìrní cítíme, e [From.PlotTarget.GetTitledName] vládne vìtší mocí a tituly, ne je vhodné pro nìkoho s jeho postavením. Pokud nìjak vhodnì naznaèíš, aby abdikoval, ujišujeme Tì, e budeš mít naši plnou podporu.\n\nS úctou,\n[From.GetTitledName];M[Root.GetOnA][Root.GetLordLady], tout comme bon nombre de vos loyaux sujets, il me semble que [From.PlotTarget.Get_le_TitledName] a amassé plus de pouvoir et de titres que ne devrait lui conférer son statut. S'il advenait que vous soyez amené à lui conseiller, amicalement, d'abdiquer [From.PlotTargetTitle.Get_le_RealmFull] au profit de l'un de ses vassaux, soyez assuré que nous y apporterons notre entier dévouement.\n\nSigné,\n[From.GetTitledName];Mein [Root.GetTitle], viele Eurer treuen Untergebenen, mich eingeschlossen, finden, dass [From.PlotTarget.GetTitledName] zu viel Macht und Titel hat, als dass es [From.PlotTarget.GetHerHis] Rang gebietet. Wenn Ihr [From.PlotTarget.GetHerHim] dazu bringen würdet, den Titel [From.PlotTargetTitle.GetFullName] an einen seiner Vasallen abzutreten, hättet Ihr unsere volle Unterstützung.\n\nGezeichnet,\n[From.GetTitledName];;Mi [Root.GetTitle], muchos de tus leales vasallos, incluido yo mismo, creemos que [From.PlotTarget.GetTitledName] ha acumulado demasiado poder y títulos en oposición a lo que merece. Si fueras tan ambale de sugerirle abdicar su título de [From.PlotTargetTitle.GetFullName] a uno de sus vasallos, debes saber que esta decisión será recibida con júbilo.\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
EVTOPTA7500;Chvályhodná iniciativa.;Une initiative louable.;Eine vorbildliche Initiative.;;Una iniciativa encomiable.;;;;;;;;;x
EVTOPTB7500;Na tomto spiknutí se podílet nebudu.;Je ne prendrais pas part à cette manigance.;Ich werde an dieser Intrige nicht teilhaben.;;No participaré en esta estratagema;;;;;;;;;x
EVTTOOLTIP7500;[Root.TopLiege.GetTitledFirstName] obdrí dopis.;[Root.TopLiege.Get_Le_TitledFirstName] reçoit une missive.;[Root.TopLiege.GetTitledFirstName] bekommt einen Brief.;;[Root.TopLiege.GetTitledFirstName] recibe una carta.;;;;;;;;;x
