#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC61152;Tvùj dosavadní nièemný regent, který tì nechal uvìznit na základì obvinìní z šílenství, již nemá nadále na dvoøe vliv. Novì jmenovaný regent tì nechal propustit z vìzení.;Ce mécréant, votre ancien régent qui vous avait mis en prison pour folie, n'exerce plus aucune influence à la Cour. Le nouveau régent vous a libéré.;Der Schuft von einem früheren Regenten, der euch wegen angeblichen Wahnsinns einkerkern hat lassen, hat keinen Einfluss mehr am Hof. Der neue Regent hat euch freigelassen.;;El desgraciado de tu anterior regente, el que te encerró bajo la acusación de estar loco, ya no tiene ninguna influencia en la corte. El nuevo regente te ha liberado.;;;;;;;;;x
EVTOPTA61152;Však také bylo na èase;C'est pas trop tôt.;Keinen Augenblick zu früh.;;Cuanto tiempo perdido;;;;;;;;;x
EVTOPTB61152;Tak mì tady zase máš, širý svìte!;Prenez garde, Ô Monde, me voici !;Gib acht, Welt! Jetzt komme ich!;;¡Atended todo el Mundo! ¡Estoy de vuelta!;;;;;;;;;x
EVTDESC61219;Podaøilo se ti zmaøit plány tvého oponenta týkající se tvého regentství, a mùžeš tak nadále vykonávat službu pro [Root.Liege.GetTitledFirstName].;Vous avez déjoué avec succès les plans de votre adversaire pour devenir régent, et vous pouvez continuer à servir sous la volonté [Root.Liege.Get_du_TitledFirstName].;Ihr habt die Absichten Eures Gegners, Euch die Regentschaft zu entreißen, erfolgreich vereitelt und könnt nun weiterhin [Root.Liege.GetTitledFirstName] dienen.;;Has frustrado existosamente las intenciones de tu oponente sobre tu regencia, y puedes continuar sirviando a [Root.Liege.GetTitledFirstName].;;;;;;;;;x
EVTDESC61245;Protože je [From.GetTitledFirstName] bezpáteøný zbabìlec, odmítl pøijmout tvou výzvu!;Tout lâche qu'[From.GetIlElle] est, [From.Get_le_TitledFirstName] a refusé de relever votre défi.;Der rückgratlose Feigling [From.GetTitledFirstName] hat Eure Herausforderung abgelehnt!;;Como [From.GetSheHe] cobarde despreciable que es, ¿[From.GetTitledFirstName] se ha negado a aceptar tu desafío!;;;;;;;;;x
EVTOPTA61245;Zbabìlèe! Èerve!;Chiffe molle ! Vermisseau !;Milchbubi! Wurm!;;¡Gallina!, ¡Gusano!;;;;;;;;;x
EVTDESC61246;[From.GetTitledFirstName] se v zoufalém pokusu zachránit si kùži rozhodl, že  rezignuje na pozici tvého regenta.;Dans un dernier effort pour sauver sa peau, [From.Get_le_TitledFirstName] a décidé d'abdiquer son titre de régent[From.Get_E] en votre faveur.;Um [From.GetHerHis]e Haut zu retten, hat [From.GetTitledFirstName] in einem Akt der Verzweiflung die Regentschaft an Euch abgeben.;;En un intento desesperado por salvar su cabeza, [From.GetTitledFirstName] ha decidido cederte su posición como regente.;;;;;;;;;x
EVTOPTA61246;No, to bylo snadné.;Bien, c'était trop facile.;Na, das war ja einfach.;;Ha sido facil;;;;;;;;;x
EVTDESC61226;Krev tvého oponenta vsakuje do zemì. Opíráš se o svùj meè a snažíš se popadnout dech. Byl to krátký a intenzivní boj. Ten hloupý ubožák ti leží zmrzaèený u nohou a snaží se zùstat naživu. Vítìzství je tvoje.;Le sang de votre adversaire suinte du sol alors que vous vous appuyez sur votre épée afin de reprendre votre souffle. Ce fut un affrontement bref et violent, mais ce pauvre idiot gît mutilé à vos pieds, s'accrochant à ce qu'il lui reste de vie. Ce jour est le vôtre.;Das Blut Eures Gegners weicht langsam den Boden auf, während Ihr Euch auf Euer Schwert lehnt, um ein bisschen durchschnaufen zu können. Es war ein kurzer und grässlicher Kampf und der arme Narr liegt verstümmelt, aber gerade noch so am Leben zu Euren Füßen;;La sangre de tu oponente fluye por los suelos mientras te apoyas en tu espada para coger aliento. Fue un encuentro breve y violento, pero el pobre idiota yace a tus pies, arrastrándose y pidiendo clemencia. Es tu gran día.;;;;;;;;;x
EVTDESC61225;Krev tvého oponenta vsakuje do zemì. Opíráš se o svùj meè a snažíš se popadnout dech. Byl to krátký a intenzivní boj. Ten hloupý ubožák ti leží mrtev u nohou.;Le sang de votre adversaire suinte du sol alors que vous vous appuyez sur votre épée afin de reprendre votre souffle. Ce fut un affrontement bref et violent, mais ce pauvre idiot gît sans vie à vos pieds.;Das Blut Eures Gegners weicht langsam den Boden auf, während Ihr Euch auf Euer Schwert lehnt, um ein bisschen durchschnaufen zu können. Es war ein kurzer und grässlicher Kampf und der arme Narr liegt tot zu Euren Füßen.;;La sangre de tu oponente fluye por los suelos mientras te apoyas en tu espada para coger aliento. Fue un encuentro breve y violento, pero el pobre idiota yace muerto a tus pies.;;;;;;;;;x
